institution,country,subject,subject_rank,world_rank,overall_score,academic_score,employer_score,faculty_score,citations_score
The University of Sydney,Australia,Psychology,39,41.0,79.6,96.2,91.7,15.6,92.1
University of Zurich,Switzerland,Psychology,40,84.0,63.7,58.0,39.2,93.3,49.3
Michigan State University,United States,Psychology,41,159.0,48.9,60.5,61.4,12.9,58.9
Pennsylvania State University,United States,Psychology,42,93.0,60.8,76.7,69.8,32.6,67.7
University of Washington,United States,Psychology,43,80.0,64.7,84.8,48.6,10.8,100.0
Erasmus University Rotterdam,Netherlands,Psychology,44,,,,,,
Vrije Universiteit Amsterdam,Netherlands,Psychology,45,214.0,42.3,39.7,12.6,30.0,70.0
"University of Maryland, College Park",United States,Psychology,46,165.0,47.9,51.2,35.6,37.1,71.1
"University of North Carolina, Chapel Hill",United States,Psychology,47,103.0,58.2,65.5,44.7,80.4,46.6
Carnegie Mellon University,United States,Psychology,48,52.0,74.6,72.1,69.0,58.6,100.0
Cornell University,United States,Psychology,49,20.0,87.2,98.3,91.4,62.2,99.3
The University of Manchester,United Kingdom,Psychology,50,28.0,82.3,95.1,97.7,63.1,59.0
Harvard University,United States,Social Policy,1,5.0,97.6,100.0,100.0,99.4,100.0
University of Oxford,United Kingdom,Social Policy,2,4.0,98.4,100.0,100.0,100.0,90.0
National University of Singapore (NUS),Singapore,Social Policy,3,11.0,92.7,99.5,94.1,79.8,91.8
Stanford University,United States,Social Policy,3,3.0,98.5,100.0,100.0,100.0,99.9
University of Cambridge,United Kingdom,Social Policy,5,2.0,98.8,100.0,100.0,100.0,92.3
Yonsei University,Republic of Korea,Social Policy,6,73.0,67.0,75.5,95.5,88.6,28.4
The London School of Economics and Political Science (LSE),United Kingdom,Social Policy,7,56.0,72.3,69.0,98.3,37.8,84.6
Seoul National University,Republic of Korea,Social Policy,8,29.0,82.2,98.6,97.8,87.0,70.3
"University of California, Berkeley (UCB)",United States,Social Policy,9,27.0,82.7,100.0,100.0,23.9,99.9
Renmin (People's) University of China,China (Mainland),Social Policy,10,629.0,,21.7,52.1,18.8,7.6
The University of Hong Kong,"Hong Kong SAR, China",Social Policy,11,21.0,87.0,97.4,62.9,84.2,72.6
Massachusetts Institute of Technology (MIT),United States,Social Policy,12,,,,,,
The University of Edinburgh,United Kingdom,Social Policy,13,15.0,89.5,98.0,97.2,81.1,70.1
Columbia University,United States,Social Policy,14,22.0,86.7,99.7,98.1,100.0,47.2
Syracuse University,United States,Social Policy,15,782.0,,13.6,15.9,14.6,17.0
Tsinghua University,China (Mainland),Social Policy,16,14.0,90.1,98.9,97.7,92.8,98.1
Sciences Po,France,Social Policy,17,,,,,,
University of Toronto,Canada,Social Policy,18,35.0,81.5,99.6,98.3,65.6,43.5
Princeton University,United States,Social Policy,19,17.0,89.2,99.9,98.9,72.6,100.0
University of Chicago,United States,Social Policy,20,10.0,93.2,99.2,92.2,92.9,86.8
Utrecht University,Netherlands,Social Policy,21,113.0,56.3,65.8,26.6,35.1,79.6
The University of Sydney,Australia,Social Policy,22,41.0,79.6,96.2,91.7,15.6,92.1
Indiana University Bloomington,United States,Social Policy,23,339.0,31.7,36.6,26.3,28.4,29.4
The University of Tokyo,Japan,Social Policy,23,23.0,85.3,100.0,99.7,91.9,73.3
Peking University,China (Mainland),Social Policy,25,12.0,91.3,99.3,96.5,87.3,96.7
Korea University,Republic of Korea,Social Policy,26,74.0,66.9,79.3,93.9,86.1,29.5
National Taiwan University (NTU),Taiwan,Social Policy,27,77.0,65.7,92.3,92.6,33.4,49.7
Sungkyunkwan University (SKKU),Republic of Korea,Social Policy,28,,,,,,
The Australian National University,Australia,Social Policy,28,30.0,82.1,93.6,70.1,38.0,99.3
Stockholm University,Sweden,Social Policy,30,153.0,50.1,54.5,17.7,29.2,62.5
UCL,United Kingdom,Social Policy,30,8.0,95.0,99.4,98.6,97.6,77.0
King's College London,United Kingdom,Social Policy,32,37.0,81.2,88.8,83.2,74.5,60.5
University of Bristol,United Kingdom,Social Policy,33,62.0,70.0,74.4,84.1,58.3,55.3
KU Leuven,Belgium,Social Policy,34,76.0,66.0,83.8,53.0,7.7,92.7
University of Michigan-Ann Arbor,United States,Social Policy,35,25.0,84.4,98.5,91.3,88.9,62.5
Johns Hopkins University,United States,Social Policy,36,24.0,85.1,87.9,47.2,100.0,87.3
City University of Hong Kong,"Hong Kong SAR, China",Social Policy,37,54.0,73.6,57.3,29.4,88.6,98.1
Leiden University,Netherlands,Social Policy,38,132.0,54.1,68.1,23.4,22.2,65.8
University of Amsterdam,Netherlands,Social Policy,39,58.0,71.1,82.7,42.3,26.7,97.3
Fudan University,China (Mainland),Social Policy,40,34.0,81.5,83.6,93.5,89.3,70.4
University of York,United Kingdom,Social Policy,41,162.0,48.4,43.3,36.1,45.0,48.6
Aarhus University,Denmark,Social Policy,42,161.0,48.6,55.6,33.5,32.4,55.2
The University of Melbourne,Australia,Social Policy,43,33.0,81.6,98.6,94.9,17.9,95.0
New York University (NYU),United States,Social Policy,44,39.0,80.3,95.9,99.0,98.1,28.9
University of British Columbia,Canada,Social Policy,44,47.0,77.0,98.0,95.4,56.5,42.1
McGill University,Canada,Social Policy,46,31.0,81.9,93.3,93.6,68.9,59.6
Università Commerciale Luigi Bocconi (Bocconi University),Italy,Social Policy,46,,,,,,
Duke University,United States,Social Policy,48,50.0,74.8,86.1,79.8,100.0,41.2
The University of Manchester,United Kingdom,Social Policy,48,28.0,82.3,95.1,97.7,63.1,59.0
"University of California, Los Angeles (UCLA)",United States,Social Policy,48,44.0,78.7,100.0,99.9,37.7,85.9
Harvard University,United States,Sociology,1,5.0,97.6,100.0,100.0,99.4,100.0
University of Oxford,United Kingdom,Sociology,2,4.0,98.4,100.0,100.0,100.0,90.0
Stanford University,United States,Sociology,3,3.0,98.5,100.0,100.0,100.0,99.9
"University of California, Berkeley (UCB)",United States,Sociology,4,27.0,82.7,100.0,100.0,23.9,99.9
The London School of Economics and Political Science (LSE),United Kingdom,Sociology,5,56.0,72.3,69.0,98.3,37.8,84.6
University of Cambridge,United Kingdom,Sociology,6,2.0,98.8,100.0,100.0,100.0,92.3
University of Chicago,United States,Sociology,7,10.0,93.2,99.2,92.2,92.9,86.8
Princeton University,United States,Sociology,8,17.0,89.2,99.9,98.9,72.6,100.0
Yale University,United States,Sociology,9,18.0,89.0,99.9,100.0,100.0,51.5
University of Michigan-Ann Arbor,United States,Sociology,10,25.0,84.4,98.5,91.3,88.9,62.5
University of Wisconsin-Madison,United States,Sociology,11,83.0,63.7,82.4,48.1,70.6,41.9
Columbia University,United States,Sociology,12,22.0,86.7,99.7,98.1,100.0,47.2
"University of California, Los Angeles (UCLA)",United States,Sociology,12,44.0,78.7,100.0,99.9,37.7,85.9
University of Toronto,Canada,Sociology,14,35.0,81.5,99.6,98.3,65.6,43.5
National University of Singapore (NUS),Singapore,Sociology,15,11.0,92.7,99.5,94.1,79.8,91.8
New York University (NYU),United States,Sociology,16,39.0,80.3,95.9,99.0,98.1,28.9
The University of Hong Kong,"Hong Kong SAR, China",Sociology,17,21.0,87.0,97.4,62.9,84.2,72.6
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Sociology,18,38.0,80.6,87.3,49.6,60.9,92.9
Peking University,China (Mainland),Sociology,19,12.0,91.3,99.3,96.5,87.3,96.7
The University of Manchester,United Kingdom,Sociology,20,28.0,82.3,95.1,97.7,63.1,59.0
University of Amsterdam,Netherlands,Sociology,21,58.0,71.1,82.7,42.3,26.7,97.3
UCL,United Kingdom,Sociology,22,8.0,95.0,99.4,98.6,97.6,77.0
The Australian National University,Australia,Sociology,23,30.0,82.1,93.6,70.1,38.0,99.3
Duke University,United States,Sociology,24,50.0,74.8,86.1,79.8,100.0,41.2
Cornell University,United States,Sociology,25,20.0,87.2,98.3,91.4,62.2,99.3
Yonsei University,Republic of Korea,Sociology,26,73.0,67.0,75.5,95.5,88.6,28.4
The University of Tokyo,Japan,Sociology,27,23.0,85.3,100.0,99.7,91.9,73.3
Renmin (People's) University of China,China (Mainland),Sociology,28,629.0,,21.7,52.1,18.8,7.6
Universidad Nacional Autónoma de México (UNAM),Mexico,Sociology,29,105.0,58.0,96.0,95.1,43.2,2.9
The University of Edinburgh,United Kingdom,Sociology,30,15.0,89.5,98.0,97.2,81.1,70.1
University of Pennsylvania,United States,Sociology,30,13.0,90.6,96.5,92.5,99.9,70.9
National Taiwan University (NTU),Taiwan,Sociology,32,77.0,65.7,92.3,92.6,33.4,49.7
Sciences Po,France,Sociology,33,,,,,,
The University of Melbourne,Australia,Sociology,34,33.0,81.6,98.6,94.9,17.9,95.0
Seoul National University,Republic of Korea,Sociology,35,29.0,82.2,98.6,97.8,87.0,70.3
Humboldt-Universität zu Berlin,Germany,Sociology,36,131.0,54.1,90.1,55.6,8.7,29.5
Northwestern University,United States,Sociology,36,32.0,81.8,84.4,71.9,98.3,84.2
University of British Columbia,Canada,Sociology,38,47.0,77.0,98.0,95.4,56.5,42.1
The University of Sydney,Australia,Sociology,39,41.0,79.6,96.2,91.7,15.6,92.1
University of Sussex,United Kingdom,Sociology,39,240.0,39.2,23.9,6.8,16.2,80.5
Massachusetts Institute of Technology (MIT),United States,Sociology,41,,,,,,
University of Bristol,United Kingdom,Sociology,42,62.0,70.0,74.4,84.1,58.3,55.3
Freie Universitaet Berlin,Germany,Sociology,43,118.0,55.8,80.7,44.9,4.0,63.5
Tsinghua University,China (Mainland),Sociology,43,14.0,90.1,98.9,97.7,92.8,98.1
Fudan University,China (Mainland),Sociology,45,34.0,81.5,83.6,93.5,89.3,70.4
University of Copenhagen,Denmark,Sociology,46,82.0,64.1,72.8,36.6,100.0,26.0
University of Texas at Austin,United States,Sociology,47,72.0,67.4,93.7,85.2,9.8,90.9
McGill University,Canada,Sociology,48,31.0,81.9,93.3,93.6,68.9,59.6
King's College London,United Kingdom,Sociology,49,37.0,81.2,88.8,83.2,74.5,60.5
Universidad de Buenos Aires (UBA),Argentina,Sociology,50,67.0,68.9,92.3,94.0,76.0,1.8
Loughborough University,United Kingdom,Sports-related Subjects,1,256.0,38.1,29.9,65.9,22.2,37.7
The University of Queensland,Australia,Sports-related Subjects,2,51.0,74.8,86.6,75.6,20.2,90.8
The University of Sydney,Australia,Sports-related Subjects,3,41.0,79.6,96.2,91.7,15.6,92.1
University of Toronto,Canada,Sports-related Subjects,4,35.0,81.5,99.6,98.3,65.6,43.5
University of British Columbia,Canada,Sports-related Subjects,5,47.0,77.0,98.0,95.4,56.5,42.1
The University of Melbourne,Australia,Sports-related Subjects,6,33.0,81.6,98.6,94.9,17.9,95.0
University of Florida,United States,Sports-related Subjects,7,188.0,45.3,48.5,47.0,71.4,26.4
University of Birmingham,United Kingdom,Sports-related Subjects,8,91.0,61.1,66.0,74.7,44.1,45.9
University of Michigan-Ann Arbor,United States,Sports-related Subjects,9,25.0,84.4,98.5,91.3,88.9,62.5
University of Alberta,Canada,Sports-related Subjects,10,110.0,56.9,55.1,48.9,51.5,53.9
University of Otago,New Zealand,Sports-related Subjects,11,218.0,42.0,47.1,34.3,12.5,51.4
National University of Singapore (NUS),Singapore,Sports-related Subjects,12,11.0,92.7,99.5,94.1,79.8,91.8
University of Bath,United Kingdom,Sports-related Subjects,12,180.0,45.7,34.4,68.9,19.9,59.1
Deakin University,Australia,Sports-related Subjects,14,266.0,37.5,27.6,30.7,4.7,66.8
Pennsylvania State University,United States,Sports-related Subjects,14,93.0,60.8,76.7,69.8,32.6,67.7
Liverpool John Moores University,United Kingdom,Sports-related Subjects,16,857.0,,9.4,5.1,9.4,15.1
University of Copenhagen,Denmark,Sports-related Subjects,17,82.0,64.1,72.8,36.6,100.0,26.0
Columbia University,United States,Sports-related Subjects,18,22.0,86.7,99.7,98.1,100.0,47.2
The University of Edinburgh,United Kingdom,Sports-related Subjects,18,15.0,89.5,98.0,97.2,81.1,70.1
Western University,Canada,Sports-related Subjects,20,173.0,46.7,30.6,60.5,4.6,96.9
KU Leuven,Belgium,Sports-related Subjects,21,76.0,66.0,83.8,53.0,7.7,92.7
Seoul National University,Republic of Korea,Sports-related Subjects,21,29.0,82.2,98.6,97.8,87.0,70.3
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Sports-related Subjects,21,38.0,80.6,87.3,49.6,60.9,92.9
The University of Auckland,New Zealand,Sports-related Subjects,24,87.0,62.7,81.5,48.3,22.4,54.1
The Ohio State University,United States,Sports-related Subjects,25,140.0,52.0,61.1,62.2,51.1,34.6
Yonsei University,Republic of Korea,Sports-related Subjects,26,73.0,67.0,75.5,95.5,88.6,28.4
The University of Hong Kong,"Hong Kong SAR, China",Sports-related Subjects,27,21.0,87.0,97.4,62.9,84.2,72.6
"University of North Carolina, Chapel Hill",United States,Sports-related Subjects,28,103.0,58.2,65.5,44.7,80.4,46.6
"Nanyang Technological University, Singapore (NTU)",Singapore,Sports-related Subjects,29,19.0,88.4,90.4,76.1,83.2,94.1
University of Calgary,Canada,Sports-related Subjects,29,242.0,39.0,36.1,50.5,21.2,41.9
University of Illinois at Urbana-Champaign,United States,Sports-related Subjects,29,85.0,63.6,85.6,60.9,9.5,88.7
The University of Western Australia,Australia,Sports-related Subjects,32,90.0,61.7,55.6,49.9,21.8,98.9
McMaster University,Canada,Sports-related Subjects,33,152.0,50.4,39.9,50.2,84.7,21.3
Peking University,China (Mainland),Sports-related Subjects,34,12.0,91.3,99.3,96.5,87.3,96.7
University of Ottawa,Canada,Sports-related Subjects,34,239.0,39.4,25.9,38.8,4.4,80.3
McGill University,Canada,Sports-related Subjects,36,31.0,81.9,93.3,93.6,68.9,59.6
The University of Exeter,United Kingdom,Sports-related Subjects,37,163.0,48.2,41.1,56.1,31.5,55.3
Auckland University of Technology (AUT),New Zealand,Sports-related Subjects,38,486.0,24.7,19.1,14.6,9.5,17.9
Universidade de São Paulo,Brazil,Sports-related Subjects,39,115.0,56.1,91.8,69.9,17.4,40.6
UCL,United Kingdom,Sports-related Subjects,40,8.0,95.0,99.4,98.6,97.6,77.0
University of Technology Sydney,Australia,Sports-related Subjects,41,137.0,53.2,41.8,66.1,9.6,90.4
The University of Manchester,United Kingdom,Sports-related Subjects,42,28.0,82.3,95.1,97.7,63.1,59.0
Vrije Universiteit Amsterdam,Netherlands,Sports-related Subjects,42,214.0,42.3,39.7,12.6,30.0,70.0
The University of New South Wales (UNSW Sydney),Australia,Sports-related Subjects,44,45.0,78.0,89.0,91.1,16.8,97.6
Edith Cowan University,Australia,Sports-related Subjects,45,,,,,,
The Hong Kong Polytechnic University,"Hong Kong SAR, China",Sports-related Subjects,46,66.0,69.0,66.1,37.0,78.4,68.9
La Trobe University,Australia,Sports-related Subjects,47,316.0,33.9,20.8,20.9,6.4,61.9
University of Jyväskylä,Finland,Sports-related Subjects,47,348.0,31.1,16.9,15.4,83.6,19.3
The University of Tokyo,Japan,Sports-related Subjects,49,23.0,85.3,100.0,99.7,91.9,73.3
King's College London,United Kingdom,Sports-related Subjects,50,37.0,81.2,88.8,83.2,74.5,60.5
Massachusetts Institute of Technology (MIT),United States,Statistics,1,,,,,,
Stanford University,United States,Statistics,2,3.0,98.5,100.0,100.0,100.0,99.9
Harvard University,United States,Statistics,3,5.0,97.6,100.0,100.0,99.4,100.0
University of Cambridge,United Kingdom,Statistics,4,2.0,98.8,100.0,100.0,100.0,92.3
"University of California, Berkeley (UCB)",United States,Statistics,5,27.0,82.7,100.0,100.0,23.9,99.9
ETH Zurich - Swiss Federal Institute of Technology,Switzerland,Statistics,6,9.0,93.6,98.6,91.3,74.2,99.2
University of Oxford,United Kingdom,Statistics,7,4.0,98.4,100.0,100.0,100.0,90.0
Georgia Institute of Technology,United States,Statistics,8,88.0,62.3,67.7,77.0,11.1,95.5
Tsinghua University,China (Mainland),Statistics,9,14.0,90.1,98.9,97.7,92.8,98.1
National University of Singapore (NUS),Singapore,Statistics,10,11.0,92.7,99.5,94.1,79.8,91.8
Imperial College London,United Kingdom,Statistics,11,7.0,97.0,98.3,99.7,99.5,86.5
Carnegie Mellon University,United States,Statistics,12,52.0,74.6,72.1,69.0,58.6,100.0
Princeton University,United States,Statistics,13,17.0,89.2,99.9,98.9,72.6,100.0
EPFL,Switzerland,Statistics,14,16.0,89.2,83.7,71.8,91.1,99.4
Columbia University,United States,Statistics,15,22.0,86.7,99.7,98.1,100.0,47.2
"University of California, Los Angeles (UCLA)",United States,Statistics,16,44.0,78.7,100.0,99.9,37.7,85.9
University of Toronto,Canada,Statistics,17,35.0,81.5,99.6,98.3,65.6,43.5
University of Chicago,United States,Statistics,18,10.0,93.2,99.2,92.2,92.9,86.8
University of Michigan-Ann Arbor,United States,Statistics,19,25.0,84.4,98.5,91.3,88.9,62.5
Cornell University,United States,Statistics,20,20.0,87.2,98.3,91.4,62.2,99.3
Peking University,China (Mainland),Statistics,21,12.0,91.3,99.3,96.5,87.3,96.7
Shanghai Jiao Tong University,China (Mainland),Statistics,22,46.0,77.4,82.7,90.2,57.7,97.1
Technical University of Munich,Germany,Statistics,22,49.0,76.4,84.0,96.8,96.4,25.8
The University of Hong Kong,"Hong Kong SAR, China",Statistics,24,21.0,87.0,97.4,62.9,84.2,72.6
University of Pennsylvania,United States,Statistics,24,13.0,90.6,96.5,92.5,99.9,70.9
The Hong Kong University of Science and Technology,"Hong Kong SAR, China",Statistics,26,40.0,79.8,82.0,50.1,62.6,98.6
Duke University,United States,Statistics,27,50.0,74.8,86.1,79.8,100.0,41.2
"Nanyang Technological University, Singapore (NTU)",Singapore,Statistics,28,19.0,88.4,90.4,76.1,83.2,94.1
University of Washington,United States,Statistics,29,80.0,64.7,84.8,48.6,10.8,100.0
Purdue University,United States,Statistics,30,129.0,54.2,62.7,73.1,11.7,70.9
The Hong Kong Polytechnic University,"Hong Kong SAR, China",Statistics,31,66.0,69.0,66.1,37.0,78.4,68.9
Institut Polytechnique de Paris,France,Statistics,32,48.0,76.8,45.3,99.4,98.9,94.0
Fudan University,China (Mainland),Statistics,33,34.0,81.5,83.6,93.5,89.3,70.4
Northwestern University,United States,Statistics,33,32.0,81.8,84.4,71.9,98.3,84.2
The University of Warwick,United Kingdom,Statistics,33,64.0,69.1,71.8,89.3,43.1,63.1
Sorbonne University,France,Statistics,36,60.0,70.1,90.0,41.7,40.6,86.3
Yale University,United States,Statistics,36,18.0,89.0,99.9,100.0,100.0,51.5
Université de Montréal,Canada,Statistics,38,,,,,,
Université PSL,France,Statistics,38,26.0,83.8,74.4,97.0,99.8,84.1
The University of Tokyo,Japan,Statistics,40,23.0,85.3,100.0,99.7,91.9,73.3
Delft University of Technology,Netherlands,Statistics,41,61.0,70.0,71.6,80.2,34.5,84.4
New York University (NYU),United States,Statistics,41,39.0,80.3,95.9,99.0,98.1,28.9
The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",Statistics,41,38.0,80.6,87.3,49.6,60.9,92.9
UCL,United Kingdom,Statistics,41,8.0,95.0,99.4,98.6,97.6,77.0
Zhejiang University,China (Mainland),Statistics,45,43.0,79.3,72.2,95.3,78.7,88.4
University of British Columbia,Canada,Statistics,46,47.0,77.0,98.0,95.4,56.5,42.1
University of Illinois at Urbana-Champaign,United States,Statistics,47,85.0,63.6,85.6,60.9,9.5,88.7
Johns Hopkins University,United States,Statistics,48,24.0,85.1,87.9,47.2,100.0,87.3
Université Paris-Saclay,France,Statistics,48,69.0,68.1,57.2,99.2,99.7,49.5
Seoul National University,Republic of Korea,Statistics,50,29.0,82.2,98.6,97.8,87.0,70.3
University of Wisconsin-Madison,United States,Statistics,50,83.0,63.7,82.4,48.1,70.6,41.9
University of Notre Dame,United States,Theology,1,245.0,38.9,26.6,44.2,61.5,47.3
Harvard University,United States,Theology,2,5.0,97.6,100.0,100.0,99.4,100.0
University of Oxford,United Kingdom,Theology,3,4.0,98.4,100.0,100.0,100.0,90.0
University of Cambridge,United Kingdom,Theology,4,2.0,98.8,100.0,100.0,100.0,92.3
Duke University,United States,Theology,5,50.0,74.8,86.1,79.8,100.0,41.2
Durham University,United Kingdom,Theology,6,92.0,60.9,57.9,89.2,31.0,65.7
Yale University,United States,Theology,7,18.0,89.0,99.9,100.0,100.0,51.5
The University of Edinburgh,United Kingdom,Theology,8,15.0,89.5,98.0,97.2,81.1,70.1
University of Chicago,United States,Theology,9,10.0,93.2,99.2,92.2,92.9,86.8
University of Toronto,Canada,Theology,10,35.0,81.5,99.6,98.3,65.6,43.5
Ruprecht-Karls-Universität Heidelberg,Germany,Theology,11,65.0,69.0,78.7,40.3,99.8,41.1
Eberhard Karls Universität Tübingen,Germany,Theology,12,169.0,47.2,44.7,21.0,96.7,14.9
Boston College,United States,Theology,13,567.0,,21.1,20.4,23.5,24.1
University of St Andrews,United Kingdom,Theology,14,97.0,59.5,46.2,67.6,61.1,58.9
